Orderid,Orderdate,Priority,Returned,Customerid
CA-2012-CC12220140-41226,41226,Medium,No,CC-122201408
CA-2012-CC12610140-41147,41147,Critical,No,CC-126101408
CA-2012-CC12670140-41265,41265,High,No,CC-126701408
CA-2012-CC222023-41083,41083,Medium,No,CC-222023
CA-2012-CC247523-41031,41031,Medium,Yes,CC-247523
CA-2012-CD11920140-40991,40991,High,No,CD-119201406
CA-2012-CD12790140-40942,40942,Medium,No,CD-127901404
CA-2012-CD12790140-41269,41269,Medium,No,CD-127901404
CA-2012-CK12205140-40978,40978,Medium,No,CK-122051406
CA-2012-CK12205140-41075,41075,Medium,No,CK-122051406
CA-2012-CK12205140-41117,41117,High,No,CK-122051408
CA-2012-CK12325140-41061,41061,Medium,No,CK-123251404
CA-2012-CK12595140-41268,41268,Medium,No,CK-125951404
CA-2012-CK12760140-40947,40947,Medium,No,CK-127601406
CA-2012-CK12760140-41251,41251,Medium,No,CK-127601404
CA-2012-CL12565140-40971,40971,High,No,CL-125651408
CA-2012-CL12565140-41101,41101,Medium,No,CL-125651404
CA-2012-CL12565140-41153,41153,High,No,CL-125651406
CA-2012-CL12565140-41161,41161,Medium,No,CL-125651404
CA-2012-CM11815140-41226,41226,Medium,Yes,CM-118151402
CA-2012-CM11815140-41273,41273,Medium,Yes,CM-118151402
CA-2012-CM12445140-41068,41068,Low,No,CM-124451404
CA-2012-CM12715140-40974,40974,Medium,No,CM-127151404
CA-2012-CM12715140-41177,41177,Medium,Yes,CM-127151406
CA-2012-CM12715140-41191,41191,Medium,No,CM-127151402
CA-2012-Co12640140-41241,41241,Low,No,Co-126401406
CA-2012-Co12640140-41269,41269,Medium,No,Co-126401402
CA-2012-CP12085140-41246,41246,High,No,CP-120851406
CA-2012-CR12625140-41060,41060,Medium,No,CR-126251406
CA-2012-CR12730140-41140,41140,Medium,No,CR-127301402
CA-2012-CS11845140-41256,41256,Medium,No,CS-118451402
CA-2012-CS11860140-41030,41030,Critical,No,CS-118601408
CA-2012-CS12130140-41125,41125,Medium,No,CS-121301404
CA-2012-CS12175140-41132,41132,High,No,CS-121751406
CA-2012-CS12250140-40922,40922,Critical,No,CS-122501408
CA-2012-CS12250140-41240,41240,Critical,No,CS-122501408
CA-2012-CS12355140-41135,41135,High,No,CS-123551406
CA-2012-CS12400140-41177,41177,Medium,No,CS-124001404
CA-2012-CS12505140-40993,40993,High,No,CS-125051404
CA-2012-CS195023-41049,41049,Medium,No,CS-195023
CA-2012-CT11995140-41035,41035,High,No,CT-119951406
CA-2012-CT11995140-41262,41262,High,No,CT-119951404
CA-2012-CV12295140-41153,41153,Medium,No,CV-122951402
CA-2012-CW11905140-41068,41068,Medium,No,CW-119051402
CA-2012-DA13450140-41177,41177,Medium,No,DA-134501406
CA-2012-DB12910140-41205,41205,Medium,No,DB-129101408
CA-2012-DB13060140-40968,40968,Medium,No,DB-130601404
CA-2012-DB13060140-41080,41080,High,No,DB-130601406
CA-2012-DB13270140-40944,40944,High,No,DB-132701404
CA-2012-DB13360140-41231,41231,Medium,Yes,DB-133601404
CA-2012-DB13555140-41019,41019,Medium,No,DB-135551408
CA-2012-DB13555140-41171,41171,Medium,No,DB-135551408
CA-2012-DB13555140-41192,41192,High,No,DB-135551408
CA-2012-DB13615140-41181,41181,High,No,DB-136151404
CA-2012-DB13660140-41076,41076,Medium,No,DB-136601406
CA-2012-DC12850140-41164,41164,Medium,No,DC-128501406
CA-2012-DC13285140-41271,41271,Medium,No,DC-132851402
CA-2012-DD13570140-41272,41272,Medium,No,DD-135701408
CA-2012-DE13255140-41142,41142,High,No,DE-132551406
CA-2012-DE13255140-41217,41217,Medium,No,DE-132551404
CA-2012-DF13135140-41185,41185,High,No,DF-131351404
CA-2012-DG13300140-41213,41213,High,No,DG-133001406
CA-2012-DH13075140-41233,41233,Medium,No,DH-130751408
CA-2012-DH13675140-41132,41132,High,No,DH-136751408
CA-2012-DH13675140-41240,41240,Medium,No,DH-136751404
CA-2012-DJ13420140-41250,41250,Medium,No,DJ-134201404
CA-2012-DJ13510140-41137,41137,Medium,No,DJ-135101408
CA-2012-DK12835140-40993,40993,High,No,DK-128351404
CA-2012-DK12985140-41236,41236,High,No,DK-129851402
CA-2012-DK13150140-41247,41247,High,No,DK-131501402
CA-2012-DK13225140-40981,40981,High,No,DK-132251404
CA-2012-DK13375140-41158,41158,Medium,No,DK-133751406
CA-2012-DK337523-40975,40975,Medium,No,DK-337523
CA-2012-DL12865140-41088,41088,Medium,No,DL-128651406
CA-2012-DL12865140-41196,41196,High,No,DL-128651408
CA-2012-DL13315140-40925,40925,Critical,No,DL-133151406
CA-2012-DL13315140-40946,40946,Medium,No,DL-133151402
CA-2012-DL13315140-40957,40957,Low,No,DL-133151402
CA-2012-Dl13600140-40997,40997,Medium,No,Dl-136001404
CA-2012-Dl13600140-41090,41090,Medium,No,Dl-136001404
CA-2012-DM12955140-41181,41181,High,No,DM-129551406
CA-2012-DM12955140-41251,41251,Medium,No,DM-129551404
CA-2012-DM13015140-41165,41165,High,No,DM-130151406
CA-2012-DM13345140-41215,41215,Medium,No,DM-133451406
CA-2012-DM13345140-41224,41224,Medium,No,DM-133451408
CA-2012-DM13525140-41094,41094,High,No,DM-135251408
CA-2012-DN13690140-41171,41171,Medium,No,DN-136901406
CA-2012-DN13690140-41189,41189,Medium,No,DN-136901406
CA-2012-DN13690140-41193,41193,Medium,No,DN-136901404
CA-2012-DO13435140-41184,41184,High,No,DO-134351406
CA-2012-DP13000140-40912,40912,High,No,DP-130001402
CA-2012-DP13000140-41224,41224,Medium,No,DP-130001402
CA-2012-DP13165140-41244,41244,High,Yes,DP-131651406
CA-2012-Dp13240140-41054,41054,High,No,Dp-132401404
CA-2012-Dp13240140-41192,41192,Medium,No,Dp-132401404
CA-2012-DP13390140-41094,41094,Medium,No,DP-133901404
CA-2012-DP13390140-41159,41159,Medium,No,DP-133901404
CA-2012-DP13390140-41263,41263,Low,No,DP-133901408
CA-2012-DP300023-41177,41177,Medium,No,DP-300023
CA-2012-DR12940140-40995,40995,High,No,DR-129401404
CA-2012-DS13030140-41098,41098,Medium,No,DS-130301404
CA-2012-DS13180140-41026,41026,Medium,No,DS-131801406
CA-2012-DV13465140-41081,41081,Medium,No,DV-134651402
CA-2012-DW13195140-40927,40927,High,No,DW-131951404
CA-2012-DW13195140-41094,41094,Medium,No,DW-131951408
CA-2012-DW13195140-41139,41139,Medium,No,DW-131951404
CA-2012-DW13480140-41060,41060,Medium,No,DW-134801402
CA-2012-DW13585140-41144,41144,High,No,DW-135851408
CA-2012-DW354023-41174,41174,Medium,No,DW-354023
CA-2012-EA14035140-41213,41213,Medium,No,EA-140351406
CA-2012-EA14035140-41247,41247,Medium,No,EA-140351406
CA-2012-EB13705140-41097,41097,Medium,No,EB-137051404
CA-2012-EB13705140-41257,41257,Medium,No,EB-137051406
CA-2012-EB13840140-41058,41058,Medium,No,EB-138401408
CA-2012-EB13870140-41033,41033,High,No,EB-138701402
CA-2012-EB13930140-40942,40942,Medium,No,EB-139301408
CA-2012-EB14170140-41180,41180,Medium,No,EB-141701404
CA-2012-EB14170140-41198,41198,Critical,No,EB-141701402
CA-2012-EB375023-41235,41235,High,No,EB-375023
CA-2012-EB384023-41110,41110,Medium,No,EB-384023
CA-2012-EC14050140-41259,41259,Medium,No,EC-140501406
CA-2012-ED13885140-41129,41129,Medium,No,ED-138851404
CA-2012-ED13885140-41235,41235,Low,No,ED-138851402
CA-2012-EH13765140-41010,41010,Low,No,EH-137651404
CA-2012-EH13765140-41199,41199,High,Yes,EH-137651406
CA-2012-EH13945140-41091,41091,Medium,No,EH-139451406
CA-2012-EH13990140-40924,40924,Critical,No,EH-139901408
CA-2012-EH13990140-41051,41051,High,No,EH-139901404
CA-2012-EH13990140-41236,41236,Critical,No,EH-139901404
CA-2012-EH14005140-41041,41041,Critical,No,EH-140051408
CA-2012-EH14005140-41249,41249,Critical,No,EH-140051404
CA-2012-EH14125140-41200,41200,Medium,No,EH-141251404
CA-2012-EH14185140-41050,41050,Medium,No,EH-141851408
CA-2012-EH14185140-41206,41206,Medium,No,EH-141851406
CA-2012-EH14185140-41234,41234,Critical,No,EH-141851402
CA-2012-EH394523-41019,41019,Medium,No,EH-394523
CA-2012-EJ13720140-41258,41258,Medium,Yes,EJ-137201402
CA-2012-EJ14155140-40970,40970,Medium,No,EJ-141551404
CA-2012-EK13795140-40985,40985,Critical,No,EK-137951404
CA-2012-EM13825140-41244,41244,Medium,No,EM-138251408
CA-2012-EM14065140-41111,41111,High,No,EM-140651406
CA-2012-EM14140140-41108,41108,Medium,No,EM-141401404
CA-2012-EM406523-41131,41131,Medium,No,EM-406523
CA-2012-EP13915140-41095,41095,Medium,No,EP-139151406
CA-2012-ES14020140-41171,41171,Medium,No,ES-140201404
CA-2012-ES14080140-41183,41183,High,No,ES-140801404
CA-2012-FA14230140-41170,41170,Medium,No,FA-142301404
CA-2012-FG14260140-41049,41049,Medium,No,FG-142601406
CA-2012-FG14260140-41229,41229,High,No,FG-142601406
CA-2012-FH14275140-41004,41004,High,No,FH-142751404
CA-2012-FH14275140-41202,41202,Medium,No,FH-142751408
CA-2012-FH14365140-41201,41201,High,No,FH-143651408
CA-2012-FM14215140-40978,40978,High,No,FM-142151408
CA-2012-FM14215140-41072,41072,High,No,FM-142151404
CA-2012-FM14290140-41146,41146,Medium,No,FM-142901404
CA-2012-FO14305140-41068,41068,Critical,No,FO-143051408
CA-2012-FP14320140-41249,41249,Medium,No,FP-143201404
CA-2012-FP14320140-41251,41251,Medium,Yes,FP-143201406
CA-2012-GA14515140-41046,41046,Medium,No,GA-145151402
CA-2012-GA14515140-41218,41218,Medium,No,GA-145151408
CA-2012-GA14725140-40951,40951,Medium,No,GA-147251402
CA-2012-GA14725140-40997,40997,Medium,No,GA-147251404
CA-2012-GA14725140-41272,41272,High,No,GA-147251406
CA-2012-GB14530140-41026,41026,Medium,No,GB-145301406
CA-2012-GD14590140-41033,41033,High,No,GD-145901408
CA-2012-GG14650140-41212,41212,High,No,GG-146501404
CA-2012-GH14410140-41098,41098,High,No,GH-144101404
CA-2012-GH14410140-41123,41123,High,No,GH-144101404
CA-2012-GH14425140-41076,41076,Medium,No,GH-144251404
CA-2012-GK14620140-41084,41084,High,No,GK-146201404
CA-2012-GM14440140-41263,41263,Medium,No,GM-144401404
CA-2012-GM14455140-41009,41009,High,No,GM-144551402
CA-2012-GM14500140-41129,41129,High,No,GM-145001404
CA-2012-GM14680140-41038,41038,Medium,No,GM-146801404
CA-2012-GM14680140-41131,41131,Medium,No,GM-146801404
CA-2012-GM14695140-41003,41003,High,No,GM-146951408
CA-2012-GP14740140-41004,41004,High,No,GP-147401406
CA-2012-GR14560140-41233,41233,Medium,No,GR-145601404
CA-2012-GT14635140-41065,41065,Medium,No,GT-146351406
CA-2012-GT14710140-41229,41229,Medium,No,GT-147101406
CA-2012-GW14605140-40968,40968,Medium,No,GW-146051402
CA-2012-GW14605140-41116,41116,Critical,No,GW-146051404
CA-2012-GZ14470140-41125,41125,Medium,No,GZ-144701402
CA-2012-GZ14470140-41159,41159,Medium,No,GZ-144701404
CA-2012-GZ14545140-41179,41179,Medium,No,GZ-145451406
CA-2012-GZ447023-41012,41012,Low,No,GZ-447023
CA-2012-HA14905140-41089,41089,Medium,No,HA-149051406
CA-2012-HA14920140-41192,41192,High,No,HA-149201404
CA-2012-HD14785140-41039,41039,High,No,HD-147851402
CA-2012-HF14995140-41054,41054,Medium,No,HF-149951404
CA-2012-HF14995140-41172,41172,High,No,HF-149951404
CA-2012-HG14845140-41027,41027,Medium,No,HG-148451408
CA-2012-HG14965140-41171,41171,Medium,No,HG-149651404
CA-2012-HG15025140-41195,41195,High,No,HG-150251402
CA-2012-HH15010140-41149,41149,Medium,No,HH-150101404
CA-2012-HK14890140-41069,41069,Medium,No,HK-148901402
CA-2012-HL15040140-41040,41040,Medium,No,HL-150401402
CA-2012-HM14860140-41110,41110,Medium,No,HM-148601402
CA-2012-HP14815140-41034,41034,Medium,No,HP-148151404
CA-2012-HP14815140-41236,41236,Medium,Yes,HP-148151408
CA-2012-HR14830140-41236,41236,Low,No,HR-148301404
CA-2012-IG15085140-41199,41199,Medium,No,IG-150851404
CA-2012-IL15100140-41121,41121,High,No,IL-151001404
CA-2012-IM15055140-40932,40932,Medium,Yes,IM-150551404
CA-2012-IM15070140-41261,41261,High,No,IM-150701408
CA-2012-JA15970140-41168,41168,Medium,No,JA-159701404
CA-2012-JA15970140-41224,41224,High,No,JA-159701404
CA-2012-JB15925140-41247,41247,High,No,JB-159251404
CA-2012-JC15340140-40937,40937,Medium,No,JC-153401406
CA-2012-JC15775140-41165,41165,Medium,No,JC-157751408
CA-2012-JC15775140-41263,41263,Medium,No,JC-157751406
CA-2012-JC16105140-41230,41230,High,No,JC-161051402
CA-2012-JD15895140-40993,40993,Medium,No,JD-158951404
CA-2012-JD15895140-41011,41011,Medium,No,JD-158951406
CA-2012-JD15895140-41109,41109,High,No,JD-158951404
CA-2012-JD16015140-41185,41185,Medium,No,JD-160151404
CA-2012-JD16015140-41187,41187,Medium,No,JD-160151406
CA-2012-JD16015140-41256,41256,Medium,No,JD-160151402
CA-2012-JD16060140-41175,41175,Medium,No,JD-160601404
CA-2012-JD16150140-41228,41228,Critical,No,JD-161501404
CA-2012-JE15715140-41145,41145,Medium,No,JE-157151402
CA-2012-JE15745140-41081,41081,Critical,No,JE-157451404
CA-2012-JF15190140-41227,41227,Medium,No,JF-151901408
CA-2012-JF15295140-40981,40981,Medium,No,JF-152951404
CA-2012-JF15415140-41076,41076,High,No,JF-154151402
CA-2012-JF15490140-41200,41200,Critical,No,JF-154901404
CA-2012-JG15115140-41189,41189,Medium,Yes,JG-151151408
CA-2012-JG15160140-41058,41058,Low,No,JG-151601406
CA-2012-JG15160140-41080,41080,Critical,No,JG-151601406
CA-2012-JG15805140-41003,41003,Medium,No,JG-158051402
CA-2012-JG15805140-41188,41188,Medium,No,JG-158051402
CA-2012-JG15805140-41230,41230,High,No,JG-158051404
CA-2012-JH15985140-41129,41129,Medium,No,JH-159851404
CA-2012-JH543023-41184,41184,High,No,JH-543023
CA-2012-JK15205140-41100,41100,Medium,No,JK-152051406
CA-2012-JK15625140-41059,41059,Medium,No,JK-156251408
CA-2012-JK15625140-41088,41088,Medium,No,JK-156251406
CA-2012-JK15625140-41139,41139,Medium,No,JK-156251406
CA-2012-JK15625140-41250,41250,High,No,JK-156251404
CA-2012-JK15640140-41170,41170,High,No,JK-156401404
CA-2012-JK15640140-41174,41174,Medium,No,JK-156401406
CA-2012-JK15730140-41230,41230,Medium,No,JK-157301402
CA-2012-JK15730140-41243,41243,Medium,No,JK-157301406
CA-2012-JK16120140-41214,41214,Medium,No,JK-161201408
CA-2012-JK609023-41211,41211,High,No,JK-609023
CA-2012-JL15130140-41107,41107,Medium,No,JL-151301406
CA-2012-JL15130140-41152,41152,High,No,JL-151301402
CA-2012-JL15505140-41226,41226,Medium,No,JL-155051402
CA-2012-JL15505140-41242,41242,High,No,JL-155051406
CA-2012-JL15835140-41016,41016,High,No,JL-158351404
CA-2012-JL15835140-41170,41170,High,No,JL-158351408
CA-2012-JM15265140-41145,41145,High,No,JM-152651404
CA-2012-JM15535140-41164,41164,High,No,JM-155351406
CA-2012-JM15655140-41006,41006,Medium,No,JM-156551404
CA-2012-JM15865140-41231,41231,High,No,JM-158651406
CA-2012-JM16195140-41028,41028,Critical,No,JM-161951408
CA-2012-JM16195140-41153,41153,High,No,JM-161951406
CA-2012-JO15145140-40915,40915,Critical,No,JO-151451408
CA-2012-JO15145140-41115,41115,Low,No,JO-151451404
CA-2012-JO15145140-41213,41213,Low,No,JO-151451408
CA-2012-JO15145140-41239,41239,Medium,No,JO-151451406
CA-2012-JO15280140-40998,40998,High,No,JO-152801406
CA-2012-JO15280140-41257,41257,Medium,No,JO-152801404
CA-2012-JP15460140-41144,41144,Medium,No,JP-154601406
CA-2012-JP15520140-41142,41142,Critical,No,JP-155201408
CA-2012-JP15520140-41221,41221,Critical,No,JP-155201404
CA-2012-JP16135140-41174,41174,Low,No,JP-161351406
CA-2012-JS15880140-41006,41006,Medium,No,JS-158801406
CA-2012-JS15940140-41031,41031,High,No,JS-159401402
CA-2012-JS16030140-40967,40967,Medium,No,JS-160301406
CA-2012-JS559523-41152,41152,Medium,No,JS-559523
CA-2012-KA16525140-40978,40978,High,No,KA-165251406
CA-2012-KB16240140-40998,40998,Medium,No,KB-162401408
CA-2012-KB16315140-41146,41146,Medium,No,KB-163151406
CA-2012-KB16585140-41002,41002,High,No,KB-165851408
CA-2012-KB16585140-41137,41137,Medium,No,KB-165851402
CA-2012-KB16585140-41258,41258,Medium,No,KB-165851408
CA-2012-KB16600140-41272,41272,High,No,KB-166001402
CA-2012-KC16255140-41159,41159,Medium,No,KC-162551408
CA-2012-KC16675140-41255,41255,Medium,Yes,KC-166751408
CA-2012-KD16270140-41223,41223,Medium,No,KD-162701402
CA-2012-KD16345140-41255,41255,High,No,KD-163451404
CA-2012-KD16495140-41179,41179,Medium,No,KD-164951408
CA-2012-KE16420140-41001,41001,Medium,No,KE-164201404
CA-2012-KE16420140-41093,41093,Critical,No,KE-164201404
CA-2012-KF16285140-41177,41177,Critical,No,KF-162851404
CA-2012-KH16330140-40999,40999,Medium,No,KH-163301406
CA-2012-KH16330140-41033,41033,Medium,No,KH-163301402
CA-2012-KH16330140-41232,41232,Medium,No,KH-163301406
CA-2012-KH16360140-41027,41027,Medium,No,KH-163601406
CA-2012-KH16360140-41049,41049,Critical,No,KH-163601402
CA-2012-KH16510140-41135,41135,Medium,No,KH-165101402
CA-2012-KH16510140-41186,41186,Medium,No,KH-165101404
CA-2012-KH16630140-41213,41213,Medium,Yes,KH-166301408
CA-2012-KH16690140-40988,40988,Medium,No,KH-166901408
CA-2012-KH669023-41098,41098,Medium,No,KH-669023
CA-2012-KL16555140-41268,41268,Critical,No,KL-165551404
CA-2012-KL16645140-41114,41114,High,No,KL-166451404
CA-2012-KL16645140-41131,41131,Medium,No,KL-166451406
CA-2012-KM16375140-41109,41109,High,No,KM-163751402
CA-2012-KM16375140-41273,41273,Low,No,KM-163751406
CA-2012-KM16660140-41264,41264,Medium,No,KM-166601404
CA-2012-KM16720140-40997,40997,Medium,No,KM-167201406
CA-2012-KM16720140-41016,41016,Medium,No,KM-167201402
CA-2012-KM16720140-41115,41115,Medium,No,KM-167201404
CA-2012-KN16390140-41244,41244,Medium,Yes,KN-163901406
CA-2012-KN16450140-41010,41010,Medium,No,KN-164501404
CA-2012-KN16450140-41258,41258,Medium,No,KN-164501408
CA-2012-KN16705140-40969,40969,Medium,No,KN-167051406
CA-2012-KN16705140-40983,40983,Medium,No,KN-167051408
CA-2012-KT16465140-41159,41159,Medium,No,KT-164651402
CA-2012-KT16480140-41036,41036,Medium,No,KT-164801406
CA-2012-KT16480140-41040,41040,Medium,No,KT-164801406
CA-2012-KW16570140-41181,41181,Medium,No,KW-165701408
CA-2012-LA16780140-41027,41027,Medium,No,LA-167801408
CA-2012-LA16780140-41100,41100,Medium,No,LA-167801406
CA-2012-LC16885140-41023,41023,High,No,LC-168851408
CA-2012-LC16885140-41055,41055,Medium,No,LC-168851404
CA-2012-LC16930140-40960,40960,Medium,No,LC-169301402
CA-2012-LC17050140-40940,40940,High,No,LC-170501404
CA-2012-LC17050140-41214,41214,High,No,LC-170501406
CA-2012-LC17140140-41160,41160,Medium,No,LC-171401406
CA-2012-LC714023-41213,41213,Medium,No,LC-714023
CA-2012-LD17005140-41180,41180,High,No,LD-170051406
CA-2012-LE16810140-41258,41258,Medium,Yes,LE-168101408
CA-2012-LF17185140-41115,41115,Medium,No,LF-171851402
CA-2012-LF17185140-41248,41248,High,No,LF-171851402
CA-2012-LF17185140-41266,41266,High,No,LF-171851408
CA-2012-LH16750140-41172,41172,High,No,LH-167501406
CA-2012-LH16900140-41152,41152,High,No,LH-169001406
CA-2012-LH16900140-41164,41164,High,No,LH-169001406
CA-2012-LH16900140-41219,41219,Medium,No,LH-169001404
CA-2012-LH17155140-41254,41254,High,No,LH-171551404
CA-2012-LL16840140-41027,41027,Medium,No,LL-168401406
CA-2012-LL16840140-41132,41132,Critical,No,LL-168401408
CA-2012-LM17065140-41086,41086,Medium,No,LM-170651408
CA-2012-LP17080140-41083,41083,Medium,No,LP-170801404
CA-2012-LR16915140-41128,41128,Medium,Yes,LR-169151404
CA-2012-LR17035140-41158,41158,Medium,No,LR-170351404
CA-2012-LS16975140-41201,41201,Critical,No,LS-169751402
CA-2012-LS17200140-41199,41199,High,No,LS-172001408
CA-2012-LS17200140-41238,41238,Medium,No,LS-172001404
CA-2012-LS17230140-40915,40915,High,No,LS-172301404
CA-2012-LS17245140-41238,41238,High,No,LS-172451406
CA-2012-LS724523-41048,41048,High,No,LS-724523
CA-2012-LT16765140-41152,41152,High,Yes,LT-167651404
CA-2012-LW16825140-41058,41058,Critical,No,LW-168251406
CA-2012-LW16825140-41090,41090,High,No,LW-168251408
CA-2012-LW16825140-41237,41237,High,No,LW-168251404
CA-2012-LW17125140-41162,41162,Medium,No,LW-171251404
CA-2012-LW17215140-41163,41163,Medium,No,LW-172151406
CA-2012-MA17560140-41128,41128,High,No,MA-175601402
CA-2012-MA17560140-41172,41172,High,No,MA-175601406
CA-2012-MA17560140-41223,41223,High,No,MA-175601404
CA-2012-MA17995140-41171,41171,Medium,No,MA-179951404
CA-2012-MA17995140-41194,41194,High,No,MA-179951408
CA-2012-MB17305140-41128,41128,Medium,No,MB-173051404
CA-2012-MB18085140-40914,40914,Low,No,MB-180851406
CA-2012-MC17275140-41159,41159,Low,No,MC-172751404
CA-2012-MC17425140-41058,41058,Medium,Yes,MC-174251402
CA-2012-MC17575140-41244,41244,High,No,MC-175751402
CA-2012-MC17590140-41048,41048,High,No,MC-175901402
CA-2012-MC17590140-41237,41237,Medium,No,MC-175901402
CA-2012-MC17605140-40986,40986,High,No,MC-176051408
CA-2012-MC17635140-41245,41245,High,No,MC-176351402
CA-2012-MC17845140-41094,41094,High,No,MC-178451408
CA-2012-MC17845140-41262,41262,High,No,MC-178451404
CA-2012-MC18100140-41077,41077,Medium,No,MC-181001404
CA-2012-MC18100140-41257,41257,Medium,No,MC-181001402
CA-2012-MC18130140-41170,41170,High,No,MC-181301404
CA-2012-MD17350140-41217,41217,Medium,No,MD-173501406
CA-2012-MD17350140-41270,41270,Medium,No,MD-173501404
CA-2012-ME17320140-40915,40915,High,No,ME-173201408
CA-2012-ME17725140-41101,41101,High,No,ME-177251402
CA-2012-ME18010140-41110,41110,Medium,No,ME-180101404
CA-2012-ME18010140-41265,41265,Medium,No,ME-180101402
CA-2012-MF18250140-41166,41166,Medium,No,MF-182501406
CA-2012-MG17650140-41129,41129,High,No,MG-176501404
CA-2012-MG17680140-41203,41203,Medium,No,MG-176801406
CA-2012-MG17695140-41268,41268,High,No,MG-176951406
CA-2012-MG17875140-40963,40963,Medium,No,MG-178751402
CA-2012-MG17890140-41271,41271,High,No,MG-178901402
CA-2012-MG18145140-40996,40996,Medium,No,MG-181451402
CA-2012-MH17290140-41024,41024,High,No,MH-172901404
CA-2012-MH17440140-40944,40944,High,No,MH-174401404
CA-2012-MH17455140-41100,41100,Medium,No,MH-174551406
CA-2012-MH17455140-41262,41262,Medium,No,MH-174551406
CA-2012-MH17785140-41055,41055,High,No,MH-177851404
CA-2012-MH17785140-41181,41181,Medium,No,MH-177851406
CA-2012-MH17785140-41230,41230,Medium,No,MH-177851404
